"id","Ammonium ( uM )","Avg_Chloro ( mg/m3 )","Avg_Phaeo ( mg/m3 )","Chl1 ( mg/m3 )","Chl2 ( mg/m3 )","Nitrate ( uM )","Nitrite ( uM )","Nitrite_Nitrate ( uM )","pDA ( ng/mL )","Phaeo1 ( mg/m3 )","Phaeo2 ( mg/m3 )","Phosphate ( uM )","Silicate ( uM )","Temp ( Celsius )","Salinity ( PSS )"
"HABs-ScrippsPier_2018-06-04T16:42:00Z",0.41,3.45,2.5,3.39,3.51,0.14,0.16,NA,0,2.51,2.48,0.19,5.7,19.1,33.71
"HABs-ScrippsPier_2018-06-11T16:15:00Z",0.32,3.62,1.94,3.64,3.59,0.03,0.14,NA,0,1.99,1.9,0.15,3.8,20,33.86
"HABs-ScrippsPier_2018-06-18T16:20:00Z",0.22,2.91,1.86,2.95,2.86,0.03,0,NA,0,1.66,2.05,0,3.1,19.7,33.87
"HABs-ScrippsPier_2018-06-25T16:45:00Z",0,0.84,0.3,0.8,0.88,0.06,0.12,NA,0,0.29,0.31,0.14,1.4,20,34.42
"HABs-ScrippsPier_2018-07-02T16:06:00Z",0,2.01,0.38,2.01,2.02,0,0.11,NA,0,0.39,0.36,0,1.4,21.4,34.24
"HABs-ScrippsPier_2018-07-09T16:23:00Z",0.35,1.15,0.18,1.15,1.16,0.04,0,NA,0,0.15,0.2,0,1.7,23,33.83
"HABs-ScrippsPier_2018-07-16T16:39:00Z",0.58,2.26,0.45,2.26,2.26,0.11,0,NA,0,0.42,0.48,0.13,3.3,21.2,33.76
"HABs-ScrippsPier_2018-07-23T16:20:00Z",0.33,1.19,0.22,1.19,1.2,0.17,0,NA,0,0.17,0.27,0.11,1.6,23.1,33.85
"HABs-ScrippsPier_2018-07-30T16:20:00Z",0.3,1.77,0.25,1.77,1.76,0.19,0,NA,0,0.21,0.29,0,0,25.3,33.92
"HABs-ScrippsPier_2018-08-06T17:16:00Z",0,2.56,0.68,2.54,2.59,0,0.11,NA,0,0.69,0.68,0,1.1,25.5,33.95
"HABs-ScrippsPier_2018-08-13T16:28:00Z",0,1.08,0.16,1.1,1.07,0.06,0,NA,0,0.12,0.19,0,1.4,25.1,33.85
"HABs-ScrippsPier_2018-08-20T16:12:00Z",0,1.47,0.34,1.48,1.46,0.16,0,NA,0,0.35,0.33,0.35,2.2,23.1,33.82
"HABs-ScrippsPier_2018-08-27T16:40:00Z",0,2.79,0.36,2.77,2.8,0,0.15,NA,0,0.35,0.38,0.13,1.3,23.7,34.03
"HABs-ScrippsPier_2018-09-04T16:18:00Z",0.33,6.7,0.96,6.55,6.85,0.08,0.14,NA,0,0.77,1.16,0,0,23.1,33.91
"HABs-ScrippsPier_2018-09-10T16:43:00Z",0.46,1.63,0.36,1.65,1.61,0,0.28,NA,0,0.35,0.36,0.23,1.6,21.3,33.8
"HABs-ScrippsPier_2018-09-17T16:13:00Z",0.19,1.62,0.38,1.61,1.64,0,0.14,NA,0,0.41,0.35,0.14,1.9,21.9,33.84
"HABs-ScrippsPier_2018-09-24T16:07:00Z",0.15,1.67,0.26,1.7,1.64,0,0.19,NA,0,0.26,0.26,0.11,2.1,21.3,33.88
"HABs-ScrippsPier_2018-10-01T16:13:00Z",0.11,1.19,0.2,1.2,1.17,0.05,0,NA,0,0.2,0.2,0,2.5,20.3,33.76
"HABs-ScrippsPier_2018-10-08T16:11:00Z",0.27,0.57,0,0.17,0.97,0.17,0,NA,0,0,0.06,0.18,2.8,18.7,33.83
"HABs-ScrippsPier_2018-10-15T16:10:00Z",0.53,1.44,0.18,1.43,1.44,0.03,0.11,NA,0,0.18,0.19,0.23,2.8,18.1,33.69
"HABs-ScrippsPier_2018-10-22T16:01:00Z",0.16,0.8,0,0.79,0.8,0.04,0,NA,0,0,0,0.17,2.6,18.8,33.91
"HABs-ScrippsPier_2018-10-29T16:26:00Z",0.18,1.04,0.05,1.02,1.05,0.07,0,NA,0,0.05,0.05,0.12,2.4,19,33.85
"HABs-ScrippsPier_2018-11-05T18:22:00Z",0.25,0.45,0.18,0.46,0.44,0.09,0,NA,0,0.17,0.18,0.12,2.1,19,33.78
"HABs-ScrippsPier_2018-11-13T18:19:00Z",0.21,0.72,0.4,0.73,0.71,0.24,0.11,NA,0,0.37,0.43,0.24,2.7,17.5,33.67
"HABs-ScrippsPier_2018-11-19T18:13:00Z",0.34,0.6,0,0.6,0.59,0.09,0,NA,0,0,0,0.2,2.2,18.2,33.73
"HABs-ScrippsPier_2018-11-26T17:52:00Z",0,1,0.24,0.92,1.08,0.07,0,NA,0,0.2,0.28,0.19,2.4,17.9,33.82
"HABs-ScrippsPier_2018-12-03T18:24:00Z",0.4,1,0.2,1.02,0.99,0.09,0,NA,0,0.22,0.17,0.25,2.9,17.1,33.68
"HABs-ScrippsPier_2018-12-10T18:13:00Z",0.65,0.63,0.08,0.64,0.62,0,0,NA,0,0.09,0.07,0.4,1.7,16.9,33.67
"HABs-ScrippsPier_2018-12-17T18:27:00Z",0.59,1.12,0.5,1.13,1.1,0,0,NA,0,0.51,0.48,0.4,1.8,16.8,33.66
"HABs-ScrippsPier_2018-12-23T18:21:00Z",0.78,0.96,0.34,0.96,0.95,0.29,0,NA,0,0.31,0.38,0.44,2.1,16.7,33.67
"HABs-ScrippsPier_2018-12-31T18:16:00Z",0.45,2.06,0.6,2.03,2.09,0.2,0,NA,0,0.63,0.57,0.45,3.5,15.7,33.74
"HABs-ScrippsPier_2019-01-07T18:09:00Z",0.42,0.7,0.47,0.71,0.69,0.21,0,NA,0,0.46,0.48,0.48,2.5,15.3,33.68
"HABs-ScrippsPier_2019-01-14T18:10:00Z",0.34,0.66,0.2,0.65,0.68,0,0.14,NA,0,0.19,0.2,0.5,1.9,15.6,33.75
"HABs-ScrippsPier_2019-01-22T18:05:00Z",0.37,1.42,0.66,1.42,1.41,0.37,0,NA,0,0.67,0.65,0.47,2.9,15.5,33.46
"HABs-ScrippsPier_2019-01-28T18:04:00Z",0.63,1.48,0.6,1.47,1.49,0,0,NA,0,0.6,0.6,0.44,3.1,15.3,33.64
"HABs-ScrippsPier_2019-02-04T18:09:00Z",0.41,0.97,0.22,0.95,0.99,0,0.1,NA,0,0.2,0.24,0.48,2.3,15.6,33.55
"HABs-ScrippsPier_2019-02-11T17:52:00Z",0,1.56,0.52,1.57,1.54,0,0,NA,0,0.47,0.57,0.49,2.2,14.8,33.62
"HABs-ScrippsPier_2019-02-19T18:30:00Z",1.31,0.74,0.4,0.74,0.74,1.59,0,NA,0,0.39,0.42,0.58,5.4,14.5,33.41
"HABs-ScrippsPier_2019-02-25T17:57:00Z",0.74,1.97,0.57,2.03,1.91,1.19,0.17,NA,0,0.52,0.63,0.54,3.2,14,33.48
"HABs-ScrippsPier_2019-03-04T17:56:00Z",0.88,1.5,0.76,1.5,1.49,0.24,0,NA,0,0.7,0.82,0.54,0,14.6,33.59
"HABs-ScrippsPier_2019-03-11T16:02:00Z",2.21,2.25,0.83,2.23,2.28,0.49,0,NA,0,0.84,0.82,0.48,1.2,14.6,33.59
"HABs-ScrippsPier_2019-03-18T16:10:00Z",0.8,1.39,0.54,1.32,1.46,0.41,0,NA,0,0.6,0.49,0.47,2.3,15.7,33.52
"HABs-ScrippsPier_2019-04-01T16:36:00Z",0.39,2.31,1.24,2.41,2.2,0.41,0,NA,0,1.24,1.24,0.34,3.8,16,33.77
"HABs-ScrippsPier_2019-04-08T16:45:00Z",1.02,2.01,0.85,2.09,1.93,0.79,0,NA,0.13,0.79,0.91,0.48,3.5,16.1,33.64
"HABs-ScrippsPier_2019-04-15T17:04:00Z",0.62,2.7,0.65,2.74,2.65,0.39,0.13,NA,0,0.64,0.66,0.38,5.1,16,33.65
"HABs-ScrippsPier_2019-04-22T17:20:00Z",0.41,0.45,0.07,0.46,0.44,0,0,NA,0,0.07,0.07,0.28,3.7,17,33.64
"HABs-ScrippsPier_2019-04-29T17:03:00Z",0.43,1.43,0.51,1.48,1.38,0,0.17,NA,0,0.52,0.5,0.29,3.4,17.8,33.68
"HABs-ScrippsPier_2019-05-06T16:53:00Z",1.14,0.91,0.31,0.9,0.92,0.06,0.14,NA,0,0.27,0.35,0.24,3.7,18.4,33.69
"HABs-ScrippsPier_2019-05-13T16:57:00Z",0.97,2.21,0.45,2.12,2.31,0.12,0.13,NA,0,0.51,0.39,0.28,4.9,18.3,NA
"HABs-ScrippsPier_2019-05-20T17:00:00Z",0.5,8.54,1.38,8.8,8.28,0.15,0,NA,0,1.15,1.61,0.3,6.2,17.6,NA
"HABs-ScrippsPier_2019-05-28T16:28:00Z",0.42,5.83,0.6,5.82,5.83,0,0,NA,0,0.56,0.64,0.27,6.6,17.2,NA
"HABs-ScrippsPier_2019-06-03T16:45:00Z",0.12,55.69,0,54.68,56.69,0.03,0,NA,0,0,0,0.17,6.3,18,NA
"HABs-ScrippsPier_2019-06-10T16:43:00Z",0.6,6.28,0.96,6.27,6.28,0.06,0,NA,0,1.11,0.8,0.21,4,19.2,NA
"HABs-ScrippsPier_2019-06-17T16:15:00Z",0.69,16.68,3.38,17.31,16.05,0.05,0,NA,0,2.2,4.56,0.16,4.2,19.4,NA
"HABs-ScrippsPier_2019-06-24T16:20:00Z",1.45,4.29,1.25,4.34,4.24,0.13,0,NA,0,1.18,1.31,0.3,3.5,19.8,NA
"HABs-ScrippsPier_2019-07-01T16:20:00Z",1.02,1.86,0.5,1.89,1.84,0.42,0,NA,0,0.45,0.54,0.28,4.1,17.8,NA
"HABs-ScrippsPier_2019-07-08T16:26:00Z",1.85,0.94,0.42,0.94,0.94,0.03,0,NA,0,0.41,0.44,0.21,3.7,19.3,NA
"HABs-ScrippsPier_2019-07-15T16:18:00Z",0.23,3.25,1.06,3.21,3.3,0,0,NA,0,1.03,1.1,0,1.8,21.3,NA
"HABs-ScrippsPier_2019-07-22T16:20:00Z",1.3,1.73,0.7,1.73,1.74,0.07,0,NA,0,0.65,0.75,0.14,1.1,22.2,NA
"HABs-ScrippsPier_2019-07-29T16:15:00Z",0.73,1.92,0.71,1.87,1.97,0.17,0,NA,0,0.68,0.74,0.14,2,22.8,NA
"HABs-ScrippsPier_2019-08-05T16:14:00Z",0.58,1.84,0.97,1.82,1.86,0,0,NA,0,0.92,1.02,0.11,2.3,21.5,NA
"HABs-ScrippsPier_2019-08-12T16:12:00Z",0.21,6.25,1.7,5.99,6.52,0.04,0,NA,0,1.6,1.79,0,2.1,21.4,NA
"HABs-ScrippsPier_2019-08-19T16:15:00Z",0.45,2.69,0.7,2.67,2.71,0.01,0,NA,0,0.71,0.7,0,1.6,21.5,NA
"HABs-ScrippsPier_2019-08-26T16:53:00Z",0.54,6.8,1.49,6.7,6.9,0,0,NA,0,1.63,1.35,0.19,2.2,19.9,NA
"HABs-ScrippsPier_2019-09-03T16:08:00Z",0.16,4.42,1.54,4.21,4.62,0,0,NA,0,1.53,1.55,0,0,25.2,NA
"HABs-ScrippsPier_2019-09-09T16:15:00Z",0.21,2.08,0.68,2.15,2.01,0,0,NA,0,0.54,0.82,0,1,24.2,NA
"HABs-ScrippsPier_2019-09-16T16:22:00Z",0.17,1.78,0.66,1.77,1.79,0,0,NA,0,0.63,0.7,0,1.4,23.6,NA
"HABs-ScrippsPier_2019-09-23T16:22:00Z",0.78,2.17,0.73,2.2,2.14,0.12,0,NA,0,0.74,0.72,0,2.3,20.9,NA
"HABs-ScrippsPier_2019-09-30T16:35:00Z",0.21,2.36,1,2.4,2.31,0.08,0,NA,0,1.01,0.99,0,1.8,21,NA
"HABs-ScrippsPier_2019-10-07T17:30:00Z",0.34,2.17,0.9,2.2,2.14,0.1,0,NA,0,0.93,0.87,0.17,2.8,19.3,NA
"HABs-ScrippsPier_2019-10-14T17:16:00Z",0.57,1.36,0.45,1.29,1.42,0.16,0,NA,0,0.43,0.47,0,3.1,18.9,NA
"HABs-ScrippsPier_2019-10-21T17:27:00Z",0.75,0.16,3.14,0.19,0.12,0.57,0,NA,0,3.11,3.17,0.17,4.2,17.9,NA
"HABs-ScrippsPier_2019-10-28T17:36:00Z",0.13,0.98,0.4,0.97,1,0.01,0,NA,0,0.38,0.43,0,1.9,19.7,NA
"HABs-ScrippsPier_2019-11-04T19:27:00Z",0.98,0.84,0.34,0.84,0.84,0.19,0,NA,0,0.34,0.33,0.12,2.4,18.7,NA
"HABs-ScrippsPier_2019-11-12T18:40:00Z",1.13,0.94,0.5,0.95,0.94,0.37,0,NA,0,0.49,0.5,0.13,2.1,18.4,NA
"HABs-ScrippsPier_2019-11-18T19:13:00Z",0.87,1.28,0.62,1.26,1.3,0.43,0,NA,0,0.58,0.66,0.2,3.9,16.9,NA
"HABs-ScrippsPier_2019-11-25T18:15:00Z",0.78,1.43,0.74,1.4,1.46,0.74,0,NA,0,0.73,0.74,0.21,3,16.9,NA
"HABs-ScrippsPier_2019-12-02T19:30:00Z",0.37,2.42,0.81,2.41,2.42,0.21,0,NA,0,0.81,0.81,0.16,3.2,16.5,NA
"HABs-ScrippsPier_2019-12-09T18:36:00Z",0.42,1.28,0.64,1.28,1.28,0.13,0,NA,0,0.62,0.67,0.15,2.6,16.8,NA
"HABs-ScrippsPier_2019-12-16T18:18:00Z",0.35,2.38,0.9,2.66,2.11,0.49,0,NA,0,0.94,0.86,0.15,3.8,16.1,NA
"HABs-ScrippsPier_2019-12-23T17:40:00Z",0.8,1.49,0.55,1.55,1.43,0.53,0,NA,0,0.51,0.6,0.16,2.5,15.5,NA
"HABs-ScrippsPier_2019-12-30T18:13:00Z",1.25,1.63,0.65,1.59,1.67,0.68,0,NA,0,0.65,0.65,0.24,3.3,15.1,NA
"HABs-ScrippsPier_2020-01-06T17:55:00Z",0.57,1.12,0.66,1.06,1.17,0.24,0,NA,0,0.62,0.71,0.18,3,15.5,NA
"HABs-ScrippsPier_2019-03-25T16:05:00Z",NA,1.54,0.96,1.56,1.52,NA,NA,NA,0.06,1.01,0.91,NA,NA,15.8,33.63
"HABs-ScrippsPier_2020-01-13T19:11:00Z",NA,1.12,0.58,1.14,1.09,NA,NA,NA,0,0.55,0.61,NA,NA,15.3,NA
"HABs-ScrippsPier_2020-01-21T19:01:00Z",NA,1.42,0.68,1.47,1.36,NA,NA,NA,NA,0.61,0.74,NA,NA,15.4,NA
"HABs-ScrippsPier_2020-01-27T18:47:00Z",NA,0.57,0.24,0.58,0.56,NA,NA,NA,NA,0.25,0.24,NA,NA,15.6,NA
"HABs-ScrippsPier_2020-02-03T18:40:00Z",NA,0.8,0.56,0.79,0.82,NA,NA,NA,NA,0.55,0.56,NA,NA,15.5,NA
"HABs-ScrippsPier_2020-02-10T18:35:00Z",NA,1,0.36,0.99,1,NA,NA,NA,NA,0.37,0.35,NA,NA,14.8,NA
"HABs-ScrippsPier_2020-02-18T17:59:00Z",NA,0.9,0.45,0.94,0.85,NA,NA,NA,NA,0.42,0.48,NA,NA,15.6,NA
"HABs-ScrippsPier_2020-02-24T18:28:00Z",NA,0.84,0.29,0.83,0.84,NA,NA,NA,NA,0.29,0.28,NA,NA,15.7,NA
"HABs-ScrippsPier_2020-03-02T18:30:00Z",NA,0.83,0.3,0.82,0.84,NA,NA,NA,NA,0.31,0.28,NA,NA,15.8,NA
"HABs-StearnsWharf_2008-06-30T16:30:00Z",1.086,12.143,2.048,12.143,NA,0.11,0.219,0.329,0.05,2.048,NA,0.851,6.932,18,NA
"HABs-StearnsWharf_2008-07-07T16:30:00Z",0.986,4.212,1.251,4.212,NA,0.006,0.313,0.319,0.05,1.251,NA,1.202,10.673,18,NA
"HABs-StearnsWharf_2008-07-14T17:15:00Z",1.26,1.917,0.748,1.917,NA,0.341,0,0.341,0,0.748,NA,0.454,5.894,18.1,NA
"HABs-StearnsWharf_2008-07-22T16:30:00Z",7.786,1.14,1.366,1.14,NA,0.486,0.22,0.706,0,1.366,NA,0.685,8.684,18.8,NA
"HABs-StearnsWharf_2008-07-28T17:00:00Z",3.516,2.762,0.942,2.762,NA,0.676,0.212,0.887,0,0.942,NA,0.553,8.233,19.4,NA
"HABs-StearnsWharf_2008-08-05T16:20:00Z",1.442,1.238,0.582,1.238,NA,0.498,0,0.498,0,0.582,NA,0.261,5.44,19.4,NA
"HABs-StearnsWharf_2008-08-11T16:45:00Z",1.527,2.212,0.46,2.212,NA,0.372,0.114,0.487,0.1,0.46,NA,0.483,4.565,18.4,NA
"HABs-StearnsWharf_2008-08-18T16:40:00Z",1.113,1.635,0.82,1.635,NA,0.367,0.153,0.52,0,0.82,NA,0.505,6.755,18.9,NA
"HABs-StearnsWharf_2008-08-25T17:00:00Z",3.221,0.915,0.644,0.915,NA,0.509,0.15,0.659,0,0.644,NA,0.569,8.279,19.6,NA
"HABs-StearnsWharf_2008-09-02T16:45:00Z",2.117,2.399,0.719,2.399,NA,0.501,0,0.501,0,0.719,NA,0.246,4.473,21,NA
"HABs-StearnsWharf_2008-09-08T16:45:00Z",2.454,5.47,1.563,5.47,NA,0.496,0.151,0.647,0,1.563,NA,0.6,7.639,17.8,NA
"HABs-StearnsWharf_2008-09-15T16:45:00Z",2.317,4.896,1.698,4.896,NA,0.541,0.217,0.758,0,1.698,NA,0.606,6.923,17.4,NA
"HABs-StearnsWharf_2008-09-22T16:30:00Z",1.347,1.863,0.362,1.863,NA,0.507,0,0.507,0,0.362,NA,0.343,4.015,17.8,NA
"HABs-StearnsWharf_2008-09-29T17:00:00Z",2.335,1.82,0.816,1.82,NA,1.228,0.278,1.507,0,0.816,NA,0.472,5.737,16.4,NA
"HABs-StearnsWharf_2008-10-06T16:20:00Z",6.714,8.041,2.603,8.041,NA,0.375,0.233,0.608,0,2.603,NA,0.627,4.356,18.1,NA
"HABs-StearnsWharf_2008-10-21T16:00:00Z",2.799,4.212,2.036,4.212,NA,0.403,0.222,0.625,0,2.036,NA,0.597,4.691,15.3,NA
"HABs-StearnsWharf_2008-10-27T15:15:00Z",3.711,3.309,1.243,3.309,NA,0.358,0.559,0.917,0,1.243,NA,0.426,3.793,16.7,NA
"HABs-StearnsWharf_2008-11-03T18:30:00Z",6.437,4.732,0.763,4.732,NA,0.877,0.335,1.212,0,0.763,NA,0.724,6.248,18.3,NA
"HABs-StearnsWharf_2008-11-11T17:45:00Z",4.069,1.09,0.576,1.09,NA,10.413,0.338,10.751,0,0.576,NA,1.098,11.197,15.2,NA
"HABs-StearnsWharf_2008-11-18T18:00:00Z",3.323,3.774,1.563,3.774,NA,2.274,0.321,2.595,0,1.563,NA,0.482,6.773,15.9,NA
"HABs-StearnsWharf_2008-11-26T18:15:00Z",7.223,10.776,1.594,10.776,NA,2.592,0.66,3.252,0,1.594,NA,1.269,8.93,16.6,NA
"HABs-StearnsWharf_2008-12-02T18:30:00Z",1.19,5.142,1.671,5.142,NA,0.135,0.236,0.371,0,1.671,NA,0.517,3.808,16.4,NA
"HABs-StearnsWharf_2008-12-08T16:45:00Z",5.815,4.431,1.409,4.431,NA,0.795,0.494,1.288,0,1.409,NA,0.766,7.173,15.2,NA
"HABs-StearnsWharf_2008-12-15T17:00:00Z",5.782,1.032,1.598,1.032,NA,8.315,1.71,10.026,0.07,1.598,NA,2.346,14.134,12.8,NA
"HABs-StearnsWharf_2008-12-31T16:30:00Z",2.731,3.364,0.812,3.364,NA,3.854,0.468,4.322,0,0.812,NA,0.788,6.269,12.1,NA
"HABs-StearnsWharf_2009-01-05T17:00:00Z",3.761,1.832,1.558,1.832,NA,1.919,0.329,2.248,0,1.558,NA,1.056,6.256,12.4,NA
"HABs-StearnsWharf_2009-01-12T16:30:00Z",2.45,0.979,0.653,0.979,NA,2.354,0.237,2.591,0,0.653,NA,0.616,6.21,13,NA
"HABs-StearnsWharf_2009-01-20T16:30:00Z",3.407,3.856,1.732,3.856,NA,1.554,0.349,1.902,0,1.732,NA,0.789,7.093,13.2,NA
"HABs-StearnsWharf_2009-01-26T17:15:00Z",2.64,0.926,0.761,0.926,NA,1.315,0.2,1.515,0,0.761,NA,0.632,5.286,13.9,NA
"HABs-StearnsWharf_2009-02-02T16:45:00Z",3.183,1.77,0.954,1.77,NA,3.187,0.362,3.549,0,0.954,NA,0.796,7.276,13.2,NA
"HABs-StearnsWharf_2009-02-09T15:25:00Z",3.65,1.034,0.927,1.034,NA,1.189,0.3,1.488,0,0.927,NA,0.584,6.101,12.4,NA
"HABs-StearnsWharf_2009-02-17T16:45:00Z",3.233,1.778,1.178,1.778,NA,7.031,0.647,7.678,0,1.178,NA,0.958,11.389,12.1,NA
"HABs-StearnsWharf_2009-02-23T17:00:00Z",2.815,7.33,1.775,7.33,NA,3.327,0.325,3.652,0,1.775,NA,0.567,8.594,13.9,NA
"HABs-StearnsWharf_2009-03-02T16:00:00Z",4.123,2.262,0.793,2.262,NA,3.48,0.4,3.88,0,0.793,NA,0.862,9.243,14.2,NA
"HABs-StearnsWharf_2009-03-09T15:25:00Z",0.339,10.395,2.07,10.395,NA,0.31,0,0.31,0.09,2.07,NA,0.362,3.748,13.2,NA
"HABs-StearnsWharf_2009-03-17T16:15:00Z",3.729,1.677,0.56,1.677,NA,0.847,0.222,1.069,0.17,0.56,NA,0.824,5.754,14.8,NA
"HABs-StearnsWharf_2009-03-23T15:45:00Z",3.915,1.017,1.58,1.017,NA,10.933,0.303,11.236,0.22,1.58,NA,1.338,17.175,10,NA
"HABs-StearnsWharf_2009-03-31T15:30:00Z",3.883,1.855,1.161,1.855,NA,3.824,0.202,4.026,1.12,1.161,NA,1.027,7.997,12.9,NA
"HABs-StearnsWharf_2009-04-06T16:00:00Z",8.145,1.124,1.393,1.124,NA,3.972,0.213,4.185,0,1.393,NA,0.935,8.063,13.6,NA
"HABs-StearnsWharf_2009-04-13T16:20:00Z",7.195,0.935,0.753,0.935,NA,4.849,0.267,5.116,0,0.753,NA,1.061,11.43,14.6,NA
"HABs-StearnsWharf_2009-04-21T16:00:00Z",8.214,3.439,2.568,3.439,NA,10.044,0.355,10.4,0.51,2.568,NA,1.018,18.652,14.5,NA
"HABs-StearnsWharf_2009-04-27T15:30:00Z",3.338,2.493,1.12,2.493,NA,9.609,0.37,9.979,1.26,1.12,NA,1.108,15.85,13.1,NA
"HABs-StearnsWharf_2009-05-04T15:45:00Z",9.423,3.784,2.512,3.784,NA,0.88,0.136,1.016,0.22,2.512,NA,0.481,0,15.2,NA
"HABs-StearnsWharf_2009-05-11T15:30:00Z",6.822,2.582,1.48,2.582,NA,1.622,0.121,1.743,0.18,1.48,NA,0.509,1.271,15.2,NA
"HABs-StearnsWharf_2009-05-18T15:20:00Z",1.957,4.796,3.898,4.796,NA,0.416,0.295,0.712,0.38,3.898,NA,1.248,1.641,16,NA
"HABs-StearnsWharf_2009-05-25T15:15:00Z",5.446,3.686,0.9,3.686,NA,2.4,0.275,2.675,0,0.9,NA,0.786,5.399,14.2,NA
"HABs-StearnsWharf_2009-06-01T15:30:00Z",9.243,1.843,1.834,1.843,NA,4.213,0.419,4.633,0.042,1.834,NA,1.367,11.433,14.6,NA
"HABs-StearnsWharf_2009-06-08T15:45:00Z",0.911,4.307,1.37,4.307,NA,0.09,0.194,0.284,0,1.37,NA,0.51,4.89,16.5,NA
"HABs-StearnsWharf_2009-06-15T16:00:00Z",1.29,2.503,0.725,2.503,NA,0.313,0,0.313,0.13,0.725,NA,0.33,4.99,16.4,NA
"HABs-StearnsWharf_2009-06-22T15:45:00Z",1.303,2.73,0.894,2.73,NA,0.367,0.141,0.508,1.5,0.894,NA,0.425,4.024,16.5,NA
"HABs-StearnsWharf_2009-06-29T15:45:00Z",4.1,5.184,1.487,5.184,NA,1.369,0.347,1.716,0.057,1.487,NA,0.991,9.136,16.5,NA
"HABs-StearnsWharf_2009-07-06T16:45:00Z",0.844,17.082,4.44,17.082,NA,0.21,0.247,0.457,0.2,4.44,NA,0.474,0,15.2,NA
"HABs-StearnsWharf_2009-07-13T17:15:00Z",1.526,1.891,0.815,1.891,NA,0.706,0,0.706,0,0.815,NA,0.454,3.061,19.2,NA
"HABs-StearnsWharf_2009-07-22T16:15:00Z",0.931,8.099,1.661,8.099,NA,0.764,0.132,0.896,0,1.661,NA,0.535,7.594,15.2,NA
"HABs-StearnsWharf_2009-07-27T13:53:00Z",3.234,5.64,1.221,5.64,NA,0.892,0.245,1.136,0,1.221,NA,0.875,9.938,17,NA
"HABs-StearnsWharf_2009-08-03T16:31:00Z",3.795,1.528,1.883,1.528,NA,0.464,0.203,0.667,0.059,1.883,NA,0.543,1.748,16,NA
"HABs-StearnsWharf_2009-08-10T16:59:00Z",3.374,1.528,1.182,1.528,NA,1.184,0.21,1.395,0,1.182,NA,0.696,5.662,17,NA
"HABs-StearnsWharf_2009-08-17T18:03:00Z",1.125,1.23,0.665,1.23,NA,0.5,0,0.5,0,0.665,NA,0.206,1.53,16.5,NA
"HABs-StearnsWharf_2009-08-24T16:45:00Z",1.271,1.019,1.464,1.019,NA,0.554,0.203,0.756,0,1.464,NA,0.449,4.462,17,NA
"HABs-StearnsWharf_2009-08-31T16:25:00Z",1.019,1.88,0.584,1.88,NA,0.328,0.11,0.438,0,0.584,NA,0.287,2.4,17.2,NA
"HABs-StearnsWharf_2009-09-08T15:45:00Z",1.173,2.056,0.541,2.056,NA,0.13,0.1,0.23,0,0.541,NA,0.259,1.122,19.8,NA
"HABs-StearnsWharf_2009-09-21T15:15:00Z",2.892,3.637,1.158,3.637,NA,0.395,0.22,0.614,0,1.158,NA,0.702,5.254,18,NA
"HABs-StearnsWharf_2009-09-28T16:20:00Z",1.667,5.148,0.86,5.148,NA,0.335,0.136,0.472,0,0.86,NA,0.433,5.624,18,NA
"HABs-StearnsWharf_2009-10-05T17:15:00Z",6.75,0.467,0.428,0.467,NA,1.91,0.148,2.058,0,0.428,NA,1.31,13.475,17,NA
"HABs-StearnsWharf_2009-10-12T16:30:00Z",1.314,2.811,0.525,2.811,NA,0.693,0,0.693,0,0.525,NA,0.501,3.052,16,NA
"HABs-StearnsWharf_2009-10-19T15:50:00Z",2.424,7.449,-0.323,7.449,NA,0.504,0,0.504,0,-0.323,NA,0.781,4.013,18,NA
"HABs-StearnsWharf_2009-10-26T15:00:00Z",7.234,3.443,0.821,3.443,NA,1.008,0.3,1.308,0,0.821,NA,1.169,7.297,17.5,NA
"HABs-StearnsWharf_2009-11-02T15:25:00Z",0.935,2.214,0.231,2.214,NA,0.421,0,0.421,0,0.231,NA,0.395,1.903,14.8,NA
"HABs-StearnsWharf_2009-11-09T16:20:00Z",2.604,4.55,1.022,4.55,NA,0.34,0.373,0.713,0,1.022,NA,0.888,6.647,16.1,NA
"HABs-StearnsWharf_2009-11-16T16:10:00Z",0.74,3.9,0.231,3.9,NA,0.631,0.161,0.792,0,0.231,NA,0.49,5.08,15.2,NA
"HABs-StearnsWharf_2009-11-23T17:45:00Z",3.065,5.376,1.125,5.376,NA,0.36,0.304,0.665,0,1.125,NA,0.639,5.677,16,NA
"HABs-StearnsWharf_2009-11-30T17:30:00Z",2.727,0.959,0.621,0.959,NA,2.219,0.554,2.774,0,0.621,NA,0.68,5.108,16.5,NA
"HABs-StearnsWharf_2009-12-07T18:45:00Z",2.678,2.249,0.527,2.249,NA,1.883,0.268,2.151,0,0.527,NA,0.728,5.806,NA,NA
"HABs-StearnsWharf_2009-12-14T17:40:00Z",2.754,1.288,1.466,1.288,NA,0.634,0.865,1.498,0,1.466,NA,0.884,6.531,15,NA
"HABs-StearnsWharf_2009-12-21T16:31:00Z",3.865,1.744,1.202,1.744,NA,0.954,0.378,1.332,0,1.202,NA,0.686,5.424,13.5,NA
"HABs-StearnsWharf_2009-12-28T17:00:00Z",3.865,1.985,1.218,1.985,NA,1.534,0.575,2.109,0,1.218,NA,0.739,6.663,14.8,NA
